,sentences,Actual,Predicted
30674,okay,_greeting _inquiry _thanks ,_deal
30675,"hi , i would like the ball and hats and you can have the book",_greeting _inquiry _thanks ,_greeting _need( _balls 1 ) _offer( _books 1 )
30676,sorry i cant make a deal without the ball,_greeting _inquiry _thanks ,_counteroffer _need( _balls 1 )
30677,"ok , looks like we wont be making a deal",_greeting _inquiry _thanks ,_deal
30678,really need those hats !,_greeting _inquiry _thanks ,_need( _hats all )
30679,that's totally cool with me !,_greeting _inquiry _thanks ,_deal
30680,"i need the hat and the book , you can have the balls ?",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( _balls all )
30681,that doesn't work for me . hats are 1 to me and books are 3 . balls are 1,_greeting _inquiry _thanks ,_need( _books 3 _hats all )
30682,okay that works . you get ball and one book . i get the rest .,_greeting _inquiry _thanks ,_yes _need( rest ) _offer( _books 1 _balls 1 )
30683,i'd like the ball over the book,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
30684,"no , i want some hats",_greeting _inquiry _thanks ,_counteroffer _need( _hats all )
30685,and one hat ?,_greeting _inquiry _thanks ,_yes _hats 1 )
30686,can i have 1 book ?,_greeting _inquiry _thanks ,_need( _books 1 )
30687,i would like the book and the hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30688,there's nothing you will give up for that ?,_greeting _inquiry _thanks ,_no
30689,i can do that,_greeting _inquiry _thanks ,_deal
30690,you can have everything except the ball,_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( rest )
30691,i cant have a deal without ball . literally the only thing worth anything,_greeting _inquiry _thanks ,_need( _balls 1 )
30692,"i can offer the ball or the book , i have to have the hats",_greeting _inquiry _thanks ,_offer( _books 1 _balls 1 )
30693,no but i will give you 4 hats and the ball and keep the book for myself,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _hats 4 _balls 1 ) _offer( _hats 4 )
30694,"nope , i really need the book to help in my studies . i can take the book and you can have everything else",_greeting _inquiry _thanks ,_counteroffer _need( _books 1 ) _offer( rest )
30695,ok so no deal at all,_greeting _inquiry _thanks ,_nodeal
30696,no deal,_greeting _inquiry _thanks ,_nodeal
30697,i'll let you have the hat,_greeting _inquiry _thanks ,_offer( _hats 1 )
30698,just the hat,_greeting _inquiry _thanks ,_yes _hats 1 )
30699,deal,_greeting _inquiry _thanks ,_deal
30700,i need the book . you can keep a ball and a hat .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _hats 1 _balls 1 )
30701,hi i would like the basketball and book and you can have the hats,_greeting _inquiry _thanks ,_greeting _need( _balls 1 ) _offer( _hats all )
30702,"im sorry , i need both the book and hat to make it worthwhile for me",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30703,sorry that was a typo . i meant i need the ball and hat,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30704,maybe 1 hat and 1 ball for you,_greeting _inquiry _thanks ,_offer( _hats 1 _balls 1 )
30705,1 hat for you and 1 ball for you,_greeting _inquiry _thanks ,_offer( _hats 1 _balls 1 )
30706,i give you 1 hat,_greeting _inquiry _thanks ,_offer( _hats 1 )
30707,1 hat,_greeting _inquiry _thanks ,_yes _hats 1 )
30708,no deal,_greeting _inquiry _thanks ,_nodeal
30709,how about you tell me what you want and let's see what we can do,_greeting _inquiry _thanks ,_nodeal
30710,no can do on the hats but i can give you the book and all the balls,_greeting _inquiry _thanks ,_counteroffer _need( _hats all ) _offer( _books 1 _balls all )
30711,howdy ! let's make a deal ! i will give you one book !,_greeting _inquiry _thanks ,_offer( _books 1 )
30712,that doesn't sound like a good deal . how about you get two books and one hat ?,_greeting _inquiry _thanks ,_counteroffer _need( _books 2 _hats 1 )
30713,"okay , how about you get one book and one ball ?",_greeting _inquiry _thanks ,_yes _need( _books 1 _balls 1 )
30714,how about i get 2 books and the ball .,_greeting _inquiry _thanks ,_need( _books 2 _balls 1 )
30715,all the books and the hat ?,_greeting _inquiry _thanks ,_yes _books all _hats 1 )
30716,you can't have both the hat and ball .,_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 _balls 1 )
30717,i want either the hat or the ball and 2 books .,_greeting _inquiry _thanks ,_need( _books 2 _hats 1 )
30718,fine,_greeting _inquiry _thanks ,_deal
30719,hello . i love to read as well and would like the book too .,_greeting _inquiry _thanks ,_greeting
30720,i'd still like the book please .,_greeting _inquiry _thanks ,_need( _books )
30721,"well if you really want the book , i'll let you have the book ,",_greeting _inquiry _thanks ,_offer( _books 1 )
30722,i can not give you the book,_greeting _inquiry _thanks ,_need( _books 1 )
30723,no . that is non negotiable,_greeting _inquiry _thanks ,_no
30724,100 %,_greeting _inquiry _thanks ,_nodeal
30725,give me atleast 2 balls and the hat and you could take both books and 2 balls,_greeting _inquiry _thanks ,_need( _hats 1 _balls 2 ) _offer( _books 2 _balls 2 )
30726,you said you wanted the book and balls ?,_greeting _inquiry _thanks ,_need( _books 1 _balls all )
30727,okay then atleast give me one ball with one hat - its a fair deal come on,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30728,well i can't give you all that its not a fair deal to me either,_greeting _inquiry _thanks ,_nodeal
30729,i really need at least one hat .,_greeting _inquiry _thanks ,_need( _hats 1 )
30730,ball and two books to me,_greeting _inquiry _thanks ,_need( _books 2 _balls 1 )
30731,no deal,_greeting _inquiry _thanks ,_nodeal
30732,agreed,_greeting _inquiry _thanks ,_deal
30733,you need to hit no deal before responding,_greeting _inquiry _thanks ,_nodeal
30734,i would like the hats and the ball .,_greeting _inquiry _thanks ,_need( _hats all _balls 1 )
30735,i will need either the hats or the ball .,_greeting _inquiry _thanks ,_need( _hats all _balls 1 )
30736,ill give you all the books for one hat,_greeting _inquiry _thanks ,_offer( _books all )
30737,no deal,_greeting _inquiry _thanks ,_nodeal
30738,yes . can i have the balls and book ?,_greeting _inquiry _thanks ,_yes _need( _books 1 _balls all )
30739,"i will need another object or two , in that case , preferably a ball .",_greeting _inquiry _thanks ,_need( _balls 1 )
30740,so i get the balls and a book ?,_greeting _inquiry _thanks ,_need( _books 1 _balls all )
30741,that's what you offered initially and i asked for more .,_greeting _inquiry _thanks ,_deal
30742,"if you give me all the balls , i will be satisfied .",_greeting _inquiry _thanks ,_need( _balls all ) _offer( rest )
30743,i will need at least one book but can give up balls .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _balls all )
30744,i will need at least one or two balls in that case .,_greeting _inquiry _thanks ,_need( _balls 1 )
30745,i'll take it .,_greeting _inquiry _thanks ,_deal
30746,i'll take the ball but i need one book or one hat with it,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 )
30747,i'll take the books and hat you can have the balls ?,_greeting _inquiry _thanks ,_need( _books all _hats 1 ) _offer( _balls all )
30748,well . . . . . that leaves me 1 / 10 . . . . . not a good deal,_greeting _inquiry _thanks ,_nodeal
30749,still screws me mathmatically . . . . . . i could do 3 balls and a book,_greeting _inquiry _thanks ,_need( _books 1 _balls 3 )
30750,guess we cant make a deal . . . . . =\,_greeting _inquiry _thanks ,_nodeal
30751,still cant make it add up . . . . . lets go with no deal was agreed,_greeting _inquiry _thanks ,_no
30752,i'll take two hats and the book,_greeting _inquiry _thanks ,_need( _books 1 _hats 2 )
30753,no deal,_greeting _inquiry _thanks ,_nodeal
30754,deal,_greeting _inquiry _thanks ,_deal
30755,will you give up the book for something ?,_greeting _inquiry _thanks ,_need( _books 1 )
30756,how about you give me the book and one ball ?,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
30757,can i have the book and one hat then ?,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30758,you can have the hats and 1 book,_greeting _inquiry _thanks ,_offer( _books 1 _hats all )
30759,how many books do you want ?,_greeting _inquiry _thanks ,_offer( _books )
30760,i want the ball . you can have the rest .,_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( rest )
30761,no .,_greeting _inquiry _thanks ,_no
30762,"nope , i get the ball , take it or leave it .",_greeting _inquiry _thanks ,_need( _balls 1 )
30763,i get hat and books you get the rest,_greeting _inquiry _thanks ,_need( _books all _hats 1 ) _offer( rest )
30764,i would like both balls and you can have the hats and book ?,_greeting _inquiry _thanks ,_need( _balls 2 ) _offer( _books 1 _hats all )
30765,i really need both balls to make a deal worthwhile,_greeting _inquiry _thanks ,_need( _balls 2 )
30766,ok then you can have 1 ball but i get the rest ?,_greeting _inquiry _thanks ,_need( rest ) _offer( _balls 1 )
30767,i will take 1 book 1 hat and 1 ball deal ?,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 )
30768,i would like the hats and the balls .,_greeting _inquiry _thanks ,_need( _hats all _balls all )
30769,"no , but i will settle for any three object that are not books .",_greeting _inquiry _thanks ,_counteroffer _nodeal
30770,what are you offering me ?,_greeting _inquiry _thanks ,_nodeal
30771,i need the hats and you can have everything else,_greeting _inquiry _thanks ,_need( _hats all ) _offer( rest )
30772,"no , i need both hats you can have the rest",_greeting _inquiry _thanks ,_counteroffer _need( _hats 2 ) _offer( rest )
30773,i have to have both hats or no deal,_greeting _inquiry _thanks ,_need( _hats 2 )
30774,okay,_greeting _inquiry _thanks ,_deal
30775,i want all the balls you take rest,_greeting _inquiry _thanks ,_need( _balls all ) _offer( rest )
30776,no deal,_greeting _inquiry _thanks ,_nodeal
30777,i want the balls nothing else,_greeting _inquiry _thanks ,_need( rest )
30778,yes,_greeting _inquiry _thanks ,_deal
30779,agreed,_greeting _inquiry _thanks ,_deal
30780,"okay , sounds like a deal",_greeting _inquiry _thanks ,_deal
30781,i would like to keep the books,_greeting _inquiry _thanks ,_need( _books all )
30782,"hey , i like the ball and two hats",_greeting _inquiry _thanks ,_greeting _need( _hats 2 _balls 1 )
30783,will you give me one hat ?,_greeting _inquiry _thanks ,_need( _hats 1 )
30784,"i would like the book and ball , you can have the 4 hats",_greeting _inquiry _thanks ,_need( _books 1 _balls 1 ) _offer( _hats 4 )
30785,"yeah i cant give up the book , your proposed deal would leave me with 3 . i can give you the hats and the ball though .",_greeting _inquiry _thanks ,_counteroffer _need( _books 1 ) _offer( _hats 3 _balls 1 )
30786,agreed,_greeting _inquiry _thanks ,_deal
30787,"i need the balls and the hat , you can have all of the books",_greeting _inquiry _thanks ,_need( _hats 1 _balls all ) _offer( _books all )
30788,"i need the balls then , you get the rest",_greeting _inquiry _thanks ,_need( _balls all ) _offer( rest )
30789,i need 2 balls then and 1 hat,_greeting _inquiry _thanks ,_need( _hats 1 _balls 2 )
30790,"ok , sorry",_greeting _inquiry _thanks ,_deal
30791,that book is very valuable to me . i can let you have all four hats in exchange for the book and ball .,_greeting _inquiry _thanks ,_offer( _books 1 _balls 1 )
30792,"sorry , i can't do that . if i get the book you can have everything else .",_greeting _inquiry _thanks ,_need( _books 1 ) _offer( rest )
30793,it's the best i can do . i just can't live without that book !,_greeting _inquiry _thanks ,_need( _books 1 )
30794,very much . while i read my book .,_greeting _inquiry _thanks ,_need( _books 1 )
30795,"no , that deal doesnt work for me",_greeting _inquiry _thanks ,_nodeal
30796,what about you get the ball and one book ?,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
30797,not with that voice,_greeting _inquiry _thanks ,_no
30798,"nah , i want the hat and 2 books",_greeting _inquiry _thanks ,_need( _books 2 _hats 1 )
30799,i'm pretty sure that's my grandfather's old hat,_greeting _inquiry _thanks ,_need( _hats 1 )
30800,i can't part with it,_greeting _inquiry _thanks ,_nodeal
30801,unless you want to give me a book,_greeting _inquiry _thanks ,_need( _books 1 )
30802,i would like the book and 2 hats,_greeting _inquiry _thanks ,_need( _books 1 _hats 2 )
30803,"can i have 1 book , 1 hat and 1 basketball",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30804,either can i . sorry,_greeting _inquiry _thanks ,_deal
30805,i just want the book,_greeting _inquiry _thanks ,_need( _books 1 )
30806,yeh no deal,_greeting _inquiry _thanks ,_nodeal
30807,"no deal . how about i keep the hat and ball , and you can have the books .",_greeting _inquiry _thanks ,_counteroffer _need( _hats 1 _balls 1 ) _offer( rest )
30808,"i need the ball , hat and a book",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 )
30809,that will not work i have to have the ball or there is no deal to be made,_greeting _inquiry _thanks ,_need( _balls 1 )
30810,then we won't b able to make a deal,_greeting _inquiry _thanks ,_no
30811,"okay , no deal then",_greeting _inquiry _thanks ,_nodeal
30812,"no , you can have the book and 1 ball",_greeting _inquiry _thanks ,_counteroffer
30813,"no , you can have the book and 1 hat",_greeting _inquiry _thanks ,_counteroffer _offer( _books 1 _hats 1 )
30814,the book and 1 hat final offer,_greeting _inquiry _thanks ,_yes _books 1 _hats 1 )
30815,i can't do that,_greeting _inquiry _thanks ,_nodeal
30816,1 ball and 1 book,_greeting _inquiry _thanks ,_yes _books 1 _balls 1 )
30817,i just need the ball and 1 hat,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30818,i need one hat,_greeting _inquiry _thanks ,_need( _hats 1 )
30819,what would you accept if i were to get the book ?,_greeting _inquiry _thanks ,_need( _books 1 )
30820,how about two balls and one hat ?,_greeting _inquiry _thanks ,_yes _hats 1 _balls 2 )
30821,"ok , how about you take everything except for the hat then .",_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( rest )
30822,"how about i keep the hat , and 1 ball , you can have the rest .",_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 ) _offer( rest )
30823,you can have all the hats and the balls .,_greeting _inquiry _thanks ,_offer( _hats all _balls all )
30824,i'd like the book and the two hats .,_greeting _inquiry _thanks ,_need( _books 1 _hats 2 )
30825,i'd settle for the book and one hat .,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30826,i can't give up the book . you can have everything else .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( rest )
30827,all i need is the book .,_greeting _inquiry _thanks ,_need( _books 1 )
30828,that's fine .,_greeting _inquiry _thanks ,_deal
30829,"how about you keep all the balls , and i keep the hat and books .",_greeting _inquiry _thanks ,_need( _books all _hats 1 ) _offer( _balls all )
30830,no . i need the hat . its my favorite one . i dont know how it ended up in the lost and found .,_greeting _inquiry _thanks ,_nodeal
30831,"that is tempting . . . however , can we swap a book for a ball ?",_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
30832,i think we need to try just a little harder to come to an agreement . is there any way you would budge on the ball ?,_greeting _inquiry _thanks ,_need( _balls 1 )
30833,"okay . you are a hard one . i will keep four books , you take the hat and the ball ?",_greeting _inquiry _thanks ,_need( _books 4 ) _offer( _hats 1 _balls 1 )
30834,you're welcome !,_greeting _inquiry _thanks ,_deal
30835,no . i can not do that . i can give you the books .,_greeting _inquiry _thanks ,_nodeal
30836,you can have the ball .,_greeting _inquiry _thanks ,_offer( _balls 1 )
30837,no - not the hat .,_greeting _inquiry _thanks ,_no
30838,no deal .,_greeting _inquiry _thanks ,_nodeal
30839,no deal,_greeting _inquiry _thanks ,_nodeal
30840,if i can have the hat and the books you can have the balls,_greeting _inquiry _thanks ,_need( _books all _hats 1 ) _offer( _balls all )
30841,i need the hat as well . are you able to make a deal without it,_greeting _inquiry _thanks ,_need( _hats 1 )
30842,neither am i . i'm sorry no deal,_greeting _inquiry _thanks ,_nodeal
30843,no deal .,_greeting _inquiry _thanks ,_nodeal
30844,that will really not work for me . how about i take the balls and you take everything else ?,_greeting _inquiry _thanks ,_counteroffer _need( _balls all ) _offer( rest )
30845,how about i get a book and a ball and you take everything else ?,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 ) _offer( rest )
30846,i don't think we will be able to make an agreement then . i think we value the same things too much . i do not want the hats .,_greeting _inquiry _thanks ,_counteroffer _need( _hats all )
30847,what would you like ?,_greeting _inquiry _thanks ,_deal
30848,so you want 1 hat and i can take the rest ?,_greeting _inquiry _thanks ,_need( rest ) _offer( _hats 1 )
30849,the two books,_greeting _inquiry _thanks ,_yes _books 2 )
30850,what do you want,_greeting _inquiry _thanks ,_nodeal
30851,ill take one book and the hat,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30852,no deal,_greeting _inquiry _thanks ,_nodeal
30853,all i want is 1 book and either the hat or two basketballs,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30854,i really need the ball .,_greeting _inquiry _thanks ,_need( _balls 1 )
30855,hi,_greeting _inquiry _thanks ,_greeting
30856,ok deal,_greeting _inquiry _thanks ,_deal
30857,"i really need the hat as well , would you be willing the make the deal you just proposed me in reverse ?",_greeting _inquiry _thanks ,_need( _hats 1 ) _offer( _balls 1 )
30858,"i really need the book , how about i just take the book and you take everything else ?",_greeting _inquiry _thanks ,_need( _books 1 ) _offer( rest )
30859,ok ill take the everything except the book deal ?,_greeting _inquiry _thanks ,_need( rest )
30860,"well i think we are dead locked , you are already getting the best item in the book so i'm gonna need more of the less valuable things",_greeting _inquiry _thanks ,_counteroffer _need( _books all ) _offer( _books 1 )
30861,no deal agreed then,_greeting _inquiry _thanks ,_nodeal
30862,could i have both books,_greeting _inquiry _thanks ,_need( _books 2 )
30863,how about we compromise and split the hats and books and i will take the ball,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 ) _offer( _books 1 )
30864,how about i get both books and both hats,_greeting _inquiry _thanks ,_need( _books 2 _hats 2 )
30865,i offered a compromise . so what do you offer ?,_greeting _inquiry _thanks ,_deal
30866,i will not accept that . how about i get a book and a hat .,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _hats 1 )
30867,then what is your fair offer ?,_greeting _inquiry _thanks ,_nodeal
30868,you have offered that already and i said no . do you have an original idea .,_greeting _inquiry _thanks ,_no
30869,i'll take the book and two hats if that's cool with you,_greeting _inquiry _thanks ,_need( _books 1 _hats 2 )
30870,i need the book . . . . . ball have 0 value on my end,_greeting _inquiry _thanks ,_need( _books 1 )
30871,ok i'll take the hats and ball,_greeting _inquiry _thanks ,_need( _hats all _balls 1 )
30872,book and one hat and you could keep the rest ?,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( rest )
30873,ill giv eyou the hats,_greeting _inquiry _thanks ,_need( _hats all )
30874,no deal you can have the hats,_greeting _inquiry _thanks ,_nodeal
30875,no deal you can have hats,_greeting _inquiry _thanks ,_nodeal
30876,are you mad ?,_greeting _inquiry _thanks ,_deal
30877,no you will not . i'd like the three books .,_greeting _inquiry _thanks ,_counteroffer _need( _books 3 )
30878,i'd like to keep all my balls .,_greeting _inquiry _thanks ,_need( _balls all )
30879,i would be okay with that,_greeting _inquiry _thanks ,_deal
30880,sounds good,_greeting _inquiry _thanks ,_deal
30881,i'd like the book and you can have hats and balls .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _hats all _balls all )
30882,great !,_greeting _inquiry _thanks ,_deal
30883,how about you take the hat and one book ?,_greeting _inquiry _thanks ,_offer( _books 1 _hats 1 )
30884,the hat is valuable to me as well so i will need multiple books unless you want to give it up .,_greeting _inquiry _thanks ,_need( _books all )
30885,sure,_greeting _inquiry _thanks ,_deal
30886,hi i would like the ball and books . you can have the hats,_greeting _inquiry _thanks ,_greeting _need( _books all _balls 1 ) _offer( _hats all )
30887,i need the book and two balls,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 )
30888,no deal .,_greeting _inquiry _thanks ,_nodeal
30889,no deal,_greeting _inquiry _thanks ,_nodeal
30890,no deal .,_greeting _inquiry _thanks ,_nodeal
30891,how bout you keep 1 hat ?,_greeting _inquiry _thanks ,_need( _hats 1 )
30892,no . i would like 1 of each please,_greeting _inquiry _thanks ,_nodeal
30893,i need at least the hat,_greeting _inquiry _thanks ,_need( _hats 1 )
30894,1 ball and all hats for you and i would like 2 balls and a book,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 ) _offer( rest )
30895,ok,_greeting _inquiry _thanks ,_deal
30896,hat and baseball for me,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30897,what do you want,_greeting _inquiry _thanks ,_nodeal
30898,i would like the book and one ball,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 )
30899,as do i,_greeting _inquiry _thanks ,_deal
30900,"hello , can i have the ball and hats and you can have the books ?",_greeting _inquiry _thanks ,_greeting _need( _balls 1 ) _offer( _books all )
30901,i'll let you have all the hats if i can have the book and ball .,_greeting _inquiry _thanks ,_need( _books 1 _balls 1 ) _offer( rest )
30902,that hardly seems fair .,_greeting _inquiry _thanks ,_no
30903,did you mean hats ?,_greeting _inquiry _thanks ,_yes _hats all )
30904,how about the ball and two hats then ?,_greeting _inquiry _thanks ,_yes _hats 2 _balls 1 )
30905,i,_greeting _inquiry _thanks ,_deal
30906,i need the book and two hats,_greeting _inquiry _thanks ,_need( _books 1 _hats 2 )
30907,i need 3 hats then,_greeting _inquiry _thanks ,_need( _hats 3 )
30908,no deal,_greeting _inquiry _thanks ,_nodeal
30909,no . i can take the ball and you can have everything else .,_greeting _inquiry _thanks ,_counteroffer _need( _balls 1 ) _offer( rest )
30910,no deal . the ball or nothing .,_greeting _inquiry _thanks ,_nodeal
30911,that doesn't work . you can only have the ball but i need everything else .,_greeting _inquiry _thanks ,_counteroffer _need( rest ) _offer( _balls 1 )
30912,"no deal , i need at the very least 1 basketball and 2 hats . we're just going to have to choose 0 for all and wait for the no deal button .",_greeting _inquiry _thanks ,_need( _hats 2 _balls 1 )
30913,no deal i want the book and the balls,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _balls all )
30914,no deal the balls and books are a deal breaker for me,_greeting _inquiry _thanks ,_nodeal _need( _books all _balls all )
30915,sorry cant do that the balls are worth too much for me to lose one,_greeting _inquiry _thanks ,_need( _balls all )
30916,no deal,_greeting _inquiry _thanks ,_nodeal
30917,are you serious i said i need the balls,_greeting _inquiry _thanks ,_need( _balls all )
30918,i would like the books and the hat .,_greeting _inquiry _thanks ,_need( _books all _hats 1 )
30919,can have the books and the ball ?,_greeting _inquiry _thanks ,_need( _books all _balls 1 )
30920,none of those are going to work .,_greeting _inquiry _thanks ,_no
30921,"i need 1 ball , you can have 2 hats and 1 ball",_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( _hats 2 _balls 1 )
30922,deal,_greeting _inquiry _thanks ,_deal
30923,the book sorry .,_greeting _inquiry _thanks ,_need( _books 1 )
30924,the three books works for me .,_greeting _inquiry _thanks ,_need( _books 3 )
30925,give me one ball atleast and you can take all hats and a ball,_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( rest )
30926,nope sorry doesn't ; work for me,_greeting _inquiry _thanks ,_nodeal
30927,give me one book atleast,_greeting _inquiry _thanks ,_need( _books 1 )
30928,"i'd like the hats and the book . you get the balls , i assume they're of value to you .",_greeting _inquiry _thanks ,_need( _books 1 _hats all ) _offer( _balls all )
30929,the balls have no value to me . o,_greeting _inquiry _thanks ,_need( _balls all )
30930,i want the ball and the hat,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30931,no deal i want the ball rest is yours,_greeting _inquiry _thanks ,_nodeal
30932,no deal i want the ball take it or leave it,_greeting _inquiry _thanks ,_nodeal
30933,i would prefer the hat and 2 books,_greeting _inquiry _thanks ,_need( _books 2 _hats 1 )
30934,i only really need the hat,_greeting _inquiry _thanks ,_need( _hats 1 )
30935,nope,_greeting _inquiry _thanks ,_nodeal
30936,how do you know what i have ? i need the hat . i don't care about the ball or books,_greeting _inquiry _thanks ,_need( _books 0 _hats 1 _balls 1 )
30937,i guess it will be no deal then,_greeting _inquiry _thanks ,_nodeal
30938,no deal i need the books i can giv eyou the hats,_greeting _inquiry _thanks ,_counteroffer _need( _books all ) _offer( _hats all )
30939,well i want the books thats how we can divide this up,_greeting _inquiry _thanks ,_need( _books all )
30940,theres no negoiating if you get the books i get nothing cant divide 3 books evenly .,_greeting _inquiry _thanks ,_need( _books 1 ) _offer( _books 3 )
30941,what would you like ?,_greeting _inquiry _thanks ,_deal
30942,i'll take the hats . you take the book . we'll split the balls .,_greeting _inquiry _thanks ,_need( _hats all ) _offer( _books 1 _balls 1 )
30943,i need a book and the balls,_greeting _inquiry _thanks ,_need( _books 1 _balls all )
30944,how about 2 hats and the ball ?,_greeting _inquiry _thanks ,_yes _hats 2 _balls 1 )
30945,i'd love the hat and a book or 2,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 )
30946,book and balls,_greeting _inquiry _thanks ,_yes _books 1 _balls all )
30947,okay so you get the hat and i get the rest ?,_greeting _inquiry _thanks ,_yes _need( rest ) _offer( _hats 1 )
30948,deal,_greeting _inquiry _thanks ,_deal
30949,"you take the ball and 1 hat , i take the book and 2 hats",_greeting _inquiry _thanks ,_need( _books 1 _hats 2 ) _offer( _hats 1 _balls 1 )
30950,i can't do that,_greeting _inquiry _thanks ,_nodeal
30951,i can't do that i need either the book and 2 hats or the book and the ball,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _hats 2 )
30952,"so do i , so no deal",_greeting _inquiry _thanks ,_nodeal
30953,two hats and one ball for me please,_greeting _inquiry _thanks ,_need( _hats 2 _balls 1 )
30954,"no that doesn't work for me , i need one bbook one hat and one ball",_greeting _inquiry _thanks ,_need( _books 1 _hats 1 _balls 1 )
30955,i get 2 books and 2 balls ?,_greeting _inquiry _thanks ,_need( _books 2 _balls 2 )
30956,there are not two books,_greeting _inquiry _thanks ,_nodeal
30957,i want the balls and hat . you can have the books .,_greeting _inquiry _thanks ,_need( _hats 1 _balls all ) _offer( _books all )
30958,"i can let you have the hat , but only if i get everything else .",_greeting _inquiry _thanks ,_need( rest ) _offer( _hats 1 )
30959,hello ! i hope to make an awesome deal today !,_greeting _inquiry _thanks ,_greeting
30960,may i have the basketballs and hat ?,_greeting _inquiry _thanks ,_need( _hats 1 _balls all )
30961,okay ! yu take the hat and book and i will take the three balls and book . how does that sound ?,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( _books 1 _balls 3 )
30962,perfect !,_greeting _inquiry _thanks ,_deal
30963,i would like the hat and the ball .,_greeting _inquiry _thanks ,_need( _hats 1 _balls 1 )
30964,"i will need at least two balls , unless you let me have the hat .",_greeting _inquiry _thanks ,_need( _hats 1 _balls 2 )
30965,"hello , may i have the hat and the ball ? you can have all three books .",_greeting _inquiry _thanks ,_greeting _need( _hats 1 _balls 1 ) _offer( _books all )
30966,i am mostly interested in the ball . you can have the books and the hat if i can have the ball .,_greeting _inquiry _thanks ,_need( _balls 1 ) _offer( _books all _hats 1 )
30967,umm . no . ill take the balls and book and you can have the hat,_greeting _inquiry _thanks ,_nodeal
30968,no deal,_greeting _inquiry _thanks ,_nodeal
30969,i want the balls and the hats,_greeting _inquiry _thanks ,_need( _hats all _balls all )
30970,cant do that,_greeting _inquiry _thanks ,_nodeal
30971,"no , i need those balls",_greeting _inquiry _thanks ,_counteroffer _need( _balls all )
30972,no i want the book and at least one ball .,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _balls 1 )
30973,no deal .,_greeting _inquiry _thanks ,_nodeal
30974,i get book and hat you get all the balls,_greeting _inquiry _thanks ,_need( _books 1 _hats 1 ) _offer( rest )
30975,you get 1 hat and balls . deal,_greeting _inquiry _thanks ,_offer( _hats 1 _balls all )
30976,i want the book and both balls,_greeting _inquiry _thanks ,_need( _books 1 _balls 2 )
30977,"sorry , i need the book , but i'll give you the hats and a ball if i can have the rest ?",_greeting _inquiry _thanks ,_counteroffer _need( rest ) _offer( _books 1 _hats all _balls 1 )
30978,that actually works for me . i'm taking 4 balls and 1 hat . deal ?,_greeting _inquiry _thanks ,_need( _hats 1 _balls 4 )
30979,i want three hats and one ball please,_greeting _inquiry _thanks ,_need( _hats 3 _balls 1 )
30980,no then we need to share i can take 2 hats and 1 book and 1 ball ?,_greeting _inquiry _thanks ,_counteroffer _need( _books 1 _balls 1 )
30981,well give me three hats and take the rest then,_greeting _inquiry _thanks ,_need( _hats 3 ) _offer( rest )
